epoch,train_loss,train_acc,test_loss,test_acc,grad_norm_mean,dynamics_json
1,2.159992128610611,0.240234375,1.772155948638916,0.5295,2.258955180644989,"{""membrane_mean"": [-0.12399474531412125, 0.13565818965435028, 0.5431312918663025, 1.111595630645752], ""membrane_abs_mean"": [0.30037784576416016, 0.3521229326725006, 0.6234708428382874, 1.1313248872756958], ""state_change"": [0.1854003518819809, 0.25966110825538635, 0.4074731171131134, 0.5684642791748047], ""activation_rate"": [0.010801976546645164, 0.05201689898967743, 0.18937340378761292, 0.43237802386283875], ""release_abs_mean"": [0.02586952969431877, 0.05296597257256508, 0.11926842480897903, 0.2307681441307068], ""excitation_mean"": [0.13457292318344116, 0.28743696212768555, 0.6662027835845947, 1.317946434020996], ""inhibition_mean"": [0.00721862493082881, 0.018325459212064743, 0.053709786385297775, 0.12652800977230072], ""inhibition_gate_mean"": [0.3444061279296875, 0.37072473764419556, 0.43615207076072693, 0.5457338094711304], ""threshold_mean"": 0.5026243925094604, ""effective_threshold_mean"": [0.5026243925094604, 0.5026243925094604, 0.5026243925094604, 0.5026243925094604], ""decay_mean"": 0.8001625537872314, ""refractory_mean"": [0.0, 0.0, 0.0, 0.0], ""rho"": 0.14850400388240814, ""beta"": 1.0064895153045654, ""gamma"": 0.4999999701976776, ""dead_ratio"": 0.00011957908282056451, ""saturated_ratio"": 0.0}"
