epoch,train_loss,train_acc,test_loss,test_acc,grad_norm_mean,dynamics_json
1,2.17131245136261,0.32421875,1.8234041269302368,0.5538,1.0594684332609177,"{""membrane_abs_mean"": [0.519984245300293, 0.6531566381454468, 0.7413228750228882, 0.7734273672103882], ""membrane_mean"": [-0.2535809278488159, -0.448731929063797, -0.5937893986701965, -0.6646653413772583], ""state_change"": [0.2546710669994354, 0.21499505639076233, 0.15696412324905396, 0.09353536367416382], ""activation_rate"": [0.9943996667861938, 0.9499362111091614, 0.8768135905265808, 0.8172432780265808], ""release_abs_mean"": [0.07581308484077454, 0.06675298511981964, 0.0508880652487278, 0.03783091902732849], ""threshold_mean"": 0.5000258684158325, ""strength_abs_mean"": 0.4819590449333191, ""positive_strength_ratio"": 0.5, ""negative_strength_ratio"": 0.5, ""decay_mean"": 0.8000173568725586, ""dead_ratio"": 0.00011957908282056451, ""saturated_ratio"": 0.0}"
